iter	Logloss
0	0.6352121827
1	0.582281041
2	0.5369076962
3	0.5013002589
4	0.4678816812
5	0.4404437711
6	0.4172685257
7	0.3952598231
8	0.3796669653
9	0.3630430253
10	0.3498283502
11	0.3402544478
12	0.3306775475
13	0.3232731399
14	0.3147654411
15	0.3078214363
16	0.3007165029
17	0.2949242185
18	0.2900690055
19	0.2852149247
20	0.2799122113
21	0.2764951816
22	0.2733236371
23	0.2697032955
24	0.2666101009
25	0.2641000307
26	0.261418073
27	0.2591311491
28	0.257183871
29	0.2551868426
30	0.2532870001
31	0.2517571775
32	0.2500037178
33	0.2485129868
34	0.2474382033
35	0.2462850172
36	0.2447244209
37	0.2436980771
38	0.2423488591
39	0.2411924565
40	0.2397061647
41	0.2386332952
42	0.2375994964
43	0.2365814166
44	0.235841283
45	0.2349419132
46	0.2342040997
47	0.2335612956
48	0.232864171
49	0.2318148481
50	0.2310416596
51	0.2303916905
52	0.2298133343
53	0.2292165469
54	0.2285506062
55	0.2278203039
56	0.2272276315
57	0.2267879298
58	0.2260907034
59	0.2256386367
60	0.2248249203
61	0.2243184124
62	0.2238215249
63	0.2232065456
64	0.2227905093
65	0.2221250405
66	0.2215444739
67	0.2209664532
68	0.2205624752
69	0.2202233024
70	0.2197284129
71	0.2192886468
72	0.2186994824
73	0.218239625
74	0.2179314163
75	0.2174488462
76	0.2171864955
77	0.2168411944
78	0.2164475484
79	0.2160316924
80	0.2156537329
81	0.2153133107
82	0.2145648368
83	0.2142470147
84	0.2138986837
85	0.2134777993
86	0.2131904978
87	0.2128075871
88	0.2122903924
89	0.2119524693
90	0.2112105097
91	0.2106605618
92	0.2100897939
93	0.2094086836
94	0.2090679397
95	0.2086173614
96	0.2082824177
97	0.2081040163
98	0.2078893234
99	0.2074919006
100	0.2069572476
101	0.2067391959
102	0.2063933325
103	0.2061184021
104	0.2058403386
105	0.2054172424
106	0.2048674256
107	0.2044086833
108	0.2038824405
109	0.2035346975
110	0.2032676808
111	0.2029733872
112	0.2024428621
113	0.2022423292
114	0.2021106672
115	0.2018180809
116	0.2015672588
117	0.2013821142
118	0.2012023727
119	0.2009279933
120	0.2007196211
121	0.2003215142
122	0.200193312
123	0.1999860792
124	0.1996351767
125	0.199370125
126	0.1992027405
127	0.1987710688
128	0.1986321384
129	0.1985040327
130	0.1983574744
131	0.1978465373
132	0.1974598543
133	0.1973082661
134	0.197129496
135	0.1969494391
136	0.1968325944
137	0.1964726945
138	0.1961770858
139	0.1960329696
140	0.1956662675
141	0.1954607276
142	0.1952919916
143	0.1951290504
144	0.1949250589
145	0.1946134201
146	0.1944557844
147	0.1942522411
148	0.1941534765
149	0.1937401528
150	0.1936852039
151	0.1935517906
152	0.1932928164
153	0.1930706648
154	0.1929609241
155	0.1927078843
156	0.192564787
157	0.1923976566
158	0.1921726723
159	0.1919813353
160	0.1917543308
161	0.1915989545
162	0.1914504463
163	0.1913040195
164	0.1911252661
165	0.1909840521
166	0.190769117
167	0.19062221
168	0.1904456152
169	0.1903078242
170	0.1900894158
171	0.1898637595
172	0.1896668686
173	0.1893434496
174	0.189107352
175	0.1889531145
176	0.1887764997
177	0.1886238131
178	0.1885366773
179	0.1884268882
180	0.188329395
181	0.1879799723
182	0.1878271421
183	0.1876190282
184	0.1873483738
185	0.1870996148
186	0.1868889141
187	0.1866971615
188	0.1865281928
189	0.1862915705
190	0.1860763346
191	0.1857810627
192	0.185624818
193	0.1851713704
194	0.1850053327
195	0.1846670379
196	0.1845131871
197	0.1843688082
198	0.1841991924
199	0.1840240606
200	0.1839236934
201	0.1837460794
202	0.1835856282
203	0.1833462526
204	0.1829968046
205	0.1828884102
206	0.1827144828
207	0.1825929722
208	0.1824815497
209	0.1823257963
210	0.1821873836
211	0.1819100717
212	0.181649351
213	0.1813620803
214	0.1812191939
215	0.1809871636
216	0.1808638877
217	0.1806982781
218	0.1804897602
219	0.1803360585
220	0.1801596399
221	0.1800477351
222	0.1799372477
223	0.1797546299
224	0.1794816477
225	0.1792847227
226	0.179122496
227	0.1789084373
228	0.1786331061
229	0.1784606421
230	0.1782616968
231	0.1780172232
232	0.1779247419
233	0.1777667794
234	0.1776266024
235	0.1774237305
236	0.1772909711
237	0.1770709212
238	0.176944689
239	0.1768096619
240	0.1766446525
241	0.1764658533
242	0.1761934854
243	0.1760844302
244	0.1758953227
245	0.1756798402
246	0.1755054091
247	0.1753800041
248	0.1751548295
249	0.1748706918
250	0.1746769663
251	0.1744976888
252	0.174316241
253	0.1741476957
254	0.1739585543
255	0.1738629763
256	0.1736593237
257	0.1733380989
258	0.1732225213
259	0.1730206539
260	0.172917366
261	0.1727447865
262	0.1725119766
263	0.1723110168
264	0.1721468066
265	0.1719986556
266	0.1717955284
267	0.1716124717
268	0.1714100972
269	0.1711601533
270	0.1709962933
271	0.1708168625
272	0.1706503008
273	0.1705120519
274	0.1702374691
275	0.1700927913
276	0.1699186223
277	0.1697112008
278	0.1695241419
279	0.1693173782
280	0.1691267439
281	0.1689965751
282	0.1687724479
283	0.1685793629
284	0.1684163116
285	0.1681952613
286	0.1680603667
287	0.1678554995
288	0.1677196347
289	0.1675437829
290	0.1673522277
291	0.1671545852
292	0.1669213152
293	0.1667513031
294	0.1665081389
295	0.1663012057
296	0.1661651785
297	0.1659524469
298	0.1657707833
299	0.1655821899
300	0.1654656987
301	0.1653653157
302	0.1652316115
303	0.1649847284
304	0.1648362301
305	0.1647227644
306	0.1646222185
307	0.1644443848
308	0.164264928
309	0.1640589026
310	0.1639483298
311	0.1637042883
312	0.1634304049
313	0.1633057933
314	0.1631797759
315	0.1630802952
316	0.1629454395
317	0.1628147905
318	0.1626657327
319	0.1625140158
320	0.1623488269
321	0.1621238083
322	0.1619881976
323	0.161798335
324	0.1616042626
325	0.1614929392
326	0.1613450855
327	0.161244823
328	0.1611336538
329	0.1610638036
330	0.1608919733
331	0.1607727974
332	0.1606601537
333	0.1605240259
334	0.160373434
335	0.1602772626
336	0.1600652061
337	0.1599610606
338	0.1597910203
339	0.1595936993
340	0.1594864734
341	0.1593905456
342	0.1593350625
343	0.1592314246
344	0.1590757021
345	0.1589891095
346	0.1589319717
347	0.1587506925
348	0.1585920538
349	0.158432536
350	0.1582769219
351	0.1581168899
352	0.1580253162
353	0.1578886705
354	0.157698823
355	0.1575214585
356	0.1573975342
357	0.1572490963
358	0.1570992602
359	0.157012806
360	0.1568418553
361	0.1567719383
362	0.1566630648
363	0.1565506324
364	0.1563983976
365	0.1562526748
366	0.1561358412
367	0.1560553865
368	0.1559627521
369	0.1558243748
370	0.155617189
371	0.1554957438
372	0.1554951743
373	0.1554077273
374	0.1552987448
375	0.1551321017
376	0.154966598
377	0.1548084531
378	0.1546609723
379	0.1545839644
380	0.1544748117
381	0.1542635489
382	0.1541584452
383	0.1539698646
384	0.1538789842
385	0.1537662347
386	0.1536785495
387	0.1535778944
388	0.1534442822
389	0.1532709436
390	0.1531708798
391	0.1531485929
392	0.1529532128
393	0.1527998448
394	0.1526759652
395	0.1525995835
396	0.1524948205
397	0.1523798301
398	0.1522928219
399	0.1522092557
400	0.1520871226
401	0.1519578369
402	0.1518694348
403	0.1517406574
404	0.1516337707
405	0.1514785105
406	0.1513592398
407	0.1512128252
408	0.1510992294
409	0.1509497986
410	0.1507777642
411	0.1506488637
412	0.1504953791
413	0.1503403568
414	0.1502189811
415	0.150068938
416	0.1499686152
417	0.1498482488
418	0.149719052
419	0.1495680784
420	0.1493855585
421	0.1492191777
422	0.1491058587
423	0.1490085985
424	0.1489048207
425	0.1487809628
426	0.1487030929
427	0.1486071876
428	0.148600352
429	0.1485255357
430	0.1484231011
431	0.1484180299
432	0.1482905452
433	0.1481485969
434	0.1479649924
435	0.147835831
436	0.1477226656
437	0.1476078207
438	0.1474249464
439	0.1472408556
440	0.1471114356
441	0.1470337138
442	0.1468988561
443	0.1468215201
444	0.1467591895
445	0.1466335207
446	0.1465463719
447	0.1464003663
448	0.1462605757
449	0.1461433116
450	0.146064044
451	0.1459027452
452	0.1458006033
453	0.1457190192
454	0.1455656357
455	0.1454918321
456	0.145304051
457	0.1451326468
458	0.1450558475
459	0.1449450717
460	0.144807219
461	0.1448002293
462	0.144717675
463	0.1447115289
464	0.1446100732
465	0.1445221873
466	0.1444202267
467	0.1443196924
468	0.1442103286
469	0.1440897944
470	0.14391152
471	0.1438169684
472	0.1436276122
473	0.1435532513
474	0.1434426824
475	0.1433339732
476	0.1431248348
477	0.1430405991
478	0.1429730352
479	0.1429027632
480	0.1427777961
481	0.1427008815
482	0.1426316725
483	0.1425392394
484	0.1424625212
485	0.1423905933
486	0.1422812988
487	0.1421661904
488	0.1420419697
489	0.1418855489
490	0.1418326343
491	0.1417615248
492	0.1415880181
493	0.1415565307
494	0.1414258631
495	0.1413464973
496	0.1412259792
497	0.1411069494
498	0.1410320179
499	0.1409250229
500	0.1408303619
501	0.140742448
502	0.1405653569
503	0.1405652981
504	0.1404010495
505	0.1403429023
506	0.1402508804
507	0.1400734427
508	0.1399291718
509	0.1398237013
510	0.1397296576
511	0.1396069365
512	0.1394542101
513	0.1393137239
514	0.1391854726
515	0.1390743893
516	0.1389822176
517	0.1389623058
518	0.1388489788
519	0.1386770302
520	0.1385648819
521	0.1384565491
522	0.1383581441
523	0.1382724047
524	0.1382078356
525	0.1380804913
526	0.1379492976
527	0.1378211737
528	0.1377388414
529	0.1377325465
530	0.1375995268
531	0.1374941722
532	0.1374150816
533	0.1372922576
534	0.1371592067
535	0.1370206923
536	0.1369261649
537	0.1368636707
538	0.1368076055
539	0.1366843656
540	0.1366843915
541	0.1365972731
542	0.1365349657
543	0.1364670663
544	0.1363657563
545	0.1362768487
546	0.1361638498
547	0.1360658711
548	0.1359395301
549	0.1358807691
550	0.1357860046
551	0.1356004998
552	0.1355249234
553	0.1355197687
554	0.1353400735
555	0.1351699226
556	0.1350735235
557	0.1349853059
558	0.1349171697
559	0.1347748291
560	0.1346895091
561	0.134585847
562	0.1344911853
563	0.1343985637
564	0.134393605
565	0.1343105094
566	0.1342029238
567	0.1340619695
568	0.1339328654
569	0.1338759801
570	0.133806822
571	0.1337093937
572	0.1335891371
573	0.1334971222
574	0.1333789591
575	0.1332646197
576	0.1331579664
577	0.1331026575
578	0.1329761094
579	0.1328881497
580	0.1327457117
581	0.1326676034
582	0.1325497343
583	0.1323999428
584	0.132274621
585	0.1321783498
586	0.1321122047
587	0.1320602188
588	0.1319328054
589	0.1317921989
590	0.1316880287
591	0.1316315584
592	0.1315655823
593	0.1314796965
594	0.1313555202
595	0.1312805277
596	0.1311636301
597	0.1310583508
598	0.1310056905
599	0.1308647387
600	0.1307426605
601	0.130631212
602	0.1305628043
603	0.1304895969
604	0.1304054007
605	0.1303197637
606	0.1302069888
607	0.1300953511
608	0.1299905097
609	0.129965763
610	0.1298963127
611	0.1298138108
612	0.1296984933
613	0.129604203
614	0.1295981026
615	0.1295612733
616	0.1295076869
617	0.1294339773
618	0.1293354703
619	0.1292844573
620	0.1292367087
621	0.1291615043
622	0.1290356386
623	0.1289380198
624	0.1288258701
625	0.1287476951
626	0.1286424475
627	0.1285972035
628	0.1284630833
629	0.1284007693
630	0.1283050992
631	0.1281762643
632	0.1281155977
633	0.1280337205
634	0.1279133422
635	0.1277615849
636	0.127683465
637	0.1276306657
638	0.1275369921
639	0.1274277144
640	0.1273334163
641	0.1272577128
642	0.1271906822
643	0.1270771353
644	0.1269365337
645	0.1268441931
646	0.1267995242
647	0.1266558739
648	0.126582614
649	0.1264511282
650	0.1263747156
651	0.1262561595
652	0.126136731
653	0.1260637828
654	0.1259856932
655	0.1258533717
656	0.1257508335
657	0.1256887741
658	0.1255681473
659	0.1254528825
660	0.1253988267
661	0.1253293367
662	0.1252261453
663	0.1251383949
664	0.1250429586
665	0.1249756493
666	0.1248886857
667	0.1247912909
668	0.1247102504
669	0.1246248271
670	0.1245077651
671	0.1244234216
672	0.1242470864
673	0.1241994074
674	0.1240875293
675	0.1240139931
676	0.123927875
677	0.1239278373
678	0.1238178619
679	0.1237748318
680	0.1236824716
681	0.1236426587
682	0.123575479
683	0.1235042475
684	0.1233784517
685	0.1232978413
686	0.1231990778
687	0.1230933536
688	0.1230423745
689	0.1229396022
690	0.1229396055
691	0.1227762363
692	0.1227196272
693	0.1226778443
694	0.1225986789
695	0.1225398206
696	0.1224453086
697	0.122390244
698	0.122326996
699	0.1222884269
700	0.1222312977
701	0.1221495246
702	0.1220346345
703	0.1220075306
704	0.1219378308
705	0.1217978549
706	0.1217105448
707	0.1216220041
708	0.1215316389
709	0.1214149649
710	0.1213243269
711	0.1212413286
712	0.1212052301
713	0.1211492325
714	0.121054009
715	0.1209626131
716	0.1208494585
717	0.1207612874
718	0.1206893632
719	0.1206390387
720	0.1205439186
721	0.1204678955
722	0.1203487117
723	0.1202567517
724	0.1201554126
725	0.1200413853
726	0.119938915
727	0.1198776708
728	0.1197919402
729	0.1197262932
730	0.1196466327
731	0.1195744794
732	0.1194904516
733	0.1194094297
734	0.1193603736
735	0.1193111918
736	0.1192097938
737	0.1191458498
738	0.1190308565
739	0.1188699072
740	0.118747165
741	0.1187306137
742	0.1186612198
743	0.1185635799
744	0.1184989838
745	0.1184177272
746	0.1183666159
747	0.1182789518
748	0.1182404969
749	0.1181698458
750	0.1180611654
751	0.1179564289
752	0.1178349137
753	0.1177944606
754	0.1177004429
755	0.1176701173
756	0.1175774911
757	0.1175246956
758	0.1174227333
759	0.1172858349
760	0.1172344051
761	0.1171572875
762	0.1170828742
763	0.1170332289
764	0.1169925304
765	0.116928886
766	0.1168655968
767	0.1167811737
768	0.1166930858
769	0.1166296774
770	0.1165627656
771	0.116478866
772	0.1163940635
773	0.1163735829
774	0.116334627
775	0.1162409543
776	0.1161951218
777	0.1160750045
778	0.1160237438
779	0.1159771742
780	0.1159230556
781	0.1158869427
782	0.1158295442
783	0.1157533568
784	0.1157128087
785	0.1156403737
786	0.1155557423
787	0.1155148821
788	0.1154175164
789	0.1153796011
790	0.1152631409
791	0.115203831
792	0.1151262381
793	0.1150316015
794	0.1149472664
795	0.114867866
796	0.1147794084
797	0.1147324044
798	0.1147151431
799	0.1146755427
800	0.1145995013
801	0.1145015964
802	0.1144131938
803	0.1143057998
804	0.1142306835
805	0.1141591551
806	0.1140480121
807	0.1139827179
808	0.1139263208
809	0.113879823
810	0.1137437503
811	0.1136829425
812	0.1136448145
813	0.1135515645
814	0.1135053244
815	0.1134334863
816	0.113321637
817	0.113278658
818	0.1132203551
819	0.1131869219
820	0.1131377422
821	0.1130943322
822	0.1130191936
823	0.1129475584
824	0.1129068681
825	0.1128234447
826	0.1127270093
827	0.1126449801
828	0.1125771861
829	0.1125205476
830	0.1124881541
831	0.1123707856
832	0.1122596606
833	0.1122288073
834	0.112165445
835	0.1120832994
836	0.1120121838
837	0.1119332811
838	0.1118486183
839	0.1117408616
840	0.111620432
841	0.1115184911
842	0.1114027397
843	0.1113682868
844	0.1113293724
845	0.1112547794
846	0.1112209143
847	0.1111391756
848	0.1110585183
849	0.1110083095
850	0.1109183151
851	0.1108294164
852	0.1107091904
853	0.110677013
854	0.110598141
855	0.1105167126
856	0.110481068
857	0.1104114182
858	0.1103190755
859	0.1102573507
860	0.1101149571
861	0.1100534769
862	0.1099987273
863	0.109930741
864	0.1098335972
865	0.1097814484
866	0.1097447867
867	0.109687878
868	0.1095986546
869	0.1094885965
870	0.1093897457
871	0.1093187966
872	0.109252139
873	0.1092121121
874	0.109126195
875	0.1091262048
876	0.1090342828
877	0.1089769218
878	0.1088615246
879	0.1088126759
880	0.1087317924
881	0.1086576652
882	0.1085646538
883	0.108489474
884	0.1084658389
885	0.1083774964
886	0.1083244825
887	0.1082892134
888	0.1082210725
889	0.1081657905
890	0.1081018581
891	0.1080328256
892	0.1079447514
893	0.1078784746
894	0.107816409
895	0.1077232814
896	0.107683443
897	0.1076148238
898	0.1075518432
899	0.1074773005
900	0.1074103936
901	0.1073709361
902	0.1073353377
903	0.1072626153
904	0.1072123981
905	0.1071829955
906	0.1070645816
907	0.1069977083
908	0.1069290918
909	0.1068828349
910	0.106802191
911	0.1067454368
912	0.1067154194
913	0.1066598
914	0.1065881748
915	0.1065643688
916	0.1064918436
917	0.1064396441
918	0.1063416654
919	0.1063416666
920	0.1062759839
921	0.106173271
922	0.1061099268
923	0.106021199
924	0.1059689196
925	0.1059360715
926	0.1058587693
927	0.1057806215
928	0.1057703667
